Observatory: Charters Towers     
yyyy-MM-dd HH:mm:ss,  X (nT),    Y (nT),   Z (nT),     H (nT),  F (nT),  D (Degrees), I (Degrees) 
2019-08-17 01:42:00,  31430.3,   4024.0,   -37494.4,  31686.9,  49090.6,  7.296,    -49.799
2019-08-17 01:43:00,  31430.5,   4024.2,   -37494.4,  31687.0,  49090.7,  7.296,    -49.798
2019-08-17 01:44:00,  31430.4,   4024.3,   -37494.3,  31686.9,  49090.6,  7.296,    -49.798
2019-08-17 01:45:00,  31430.2,   4024.3,   -37494.2,  31686.8,  49090.4,  7.296,    -49.798
2019-08-17 01:46:00,  31430.2,   4024.4,   -37494.1,  31686.7,  49090.3,  7.297,    -49.798
2019-08-17 01:47:00,  31430.0,   4024.5,   -37494.0,  31686.6,  49090.1,  7.297,    -49.799
2019-08-17 01:48:00,  31430.0,   4024.5,   -37493.9,  31686.6,  49090.0,  7.297,    -49.798
2019-08-17 01:49:00,  31430.1,   4024.5,   -37493.8,  31686.7,  49090.0,  7.297,    -49.798
2019-08-17 01:50:00,  31430.0,   4024.5,   -37493.8,  31686.6,  49089.9,  7.297,    -49.798
2019-08-17 01:51:00,  31429.8,   4024.6,   -37493.7,  31686.4,  49089.8,  7.297,    -49.798
2019-08-17 01:52:00,  31429.7,   4024.6,   -37493.6,  31686.4,  49089.6,  7.297,    -49.798
2019-08-17 01:53:00,  31429.8,   4024.6,   -37493.5,  31686.4,  49089.6,  7.297,    -49.798
2019-08-17 01:54:00,  31429.7,   4024.7,   -37493.4,  31686.3,  49089.5,  7.297,    -49.798
2019-08-17 01:55:00,  31429.5,   4024.7,   -37493.4,  31686.2,  49089.4,  7.297,    -49.798
2019-08-17 01:56:00,  31429.6,   4024.6,   -37493.3,  31686.2,  49089.4,  7.297,    -49.798
2019-08-17 01:57:00,  31429.6,   4024.5,   -37493.3,  31686.2,  49089.4,  7.297,    -49.798
2019-08-17 01:58:00,  31429.4,   4024.4,   -37493.2,  31686.0,  49089.2,  7.297,    -49.798
2019-08-17 01:59:00,  31429.3,   4024.3,   -37493.2,  31685.9,  49089.0,  7.297,    -49.798
2019-08-17 02:00:00,  31429.3,   4024.2,   -37493.2,  31685.9,  49089.1,  7.296,    -49.798
2019-08-17 02:01:00,  31429.4,   4024.2,   -37493.2,  31686.0,  49089.1,  7.296,    -49.798
2019-08-17 02:02:00,  31429.4,   4024.0,   -37493.1,  31685.9,  49089.0,  7.296,    -49.798
2019-08-17 02:03:00,  31429.4,   4024.1,   -37493.1,  31685.9,  49089.0,  7.296,    -49.798
2019-08-17 02:04:00,  31429.6,   4024.2,   -37493.1,  31686.2,  49089.1,  7.296,    -49.798
2019-08-17 02:05:00,  31429.8,   4024.2,   -37493.1,  31686.4,  49089.3,  7.296,    -49.798
2019-08-17 02:06:00,  31430.1,   4024.4,   -37493.1,  31686.7,  49089.5,  7.297,    -49.798
2019-08-17 02:07:00,  31430.1,   4024.2,   -37493.1,  31686.7,  49089.5,  7.296,    -49.798
2019-08-17 02:08:00,  31430.2,   4024.2,   -37493.0,  31686.8,  49089.5,  7.296,    -49.798
2019-08-17 02:09:00,  31430.4,   4024.0,   -37493.0,  31686.9,  49089.6,  7.296,    -49.797
2019-08-17 02:10:00,  31430.3,   4024.0,   -37493.0,  31686.9,  49089.5,  7.296,    -49.797
2019-08-17 02:11:00,  31430.3,   4023.8,   -37492.9,  31686.8,  49089.5,  7.296,    -49.797
2019-08-17 02:12:00,  31430.6,   4023.9,   -37492.9,  31687.1,  49089.6,  7.296,    -49.797
2019-08-17 02:13:00,  31430.9,   4024.0,   -37492.9,  31687.4,  49089.8,  7.296,    -49.797
2019-08-17 02:14:00,  31430.8,   4024.2,   -37492.9,  31687.4,  49089.7,  7.296,    -49.797
2019-08-17 02:15:00,  31430.6,   4024.3,   -37492.8,  31687.1,  49089.5,  7.296,    -49.797
2019-08-17 02:16:00,  31430.4,   4024.2,   -37492.7,  31686.9,  49089.4,  7.296,    -49.797
2019-08-17 02:17:00,  31430.3,   4024.2,   -37492.7,  31686.9,  49089.3,  7.296,    -49.797
2019-08-17 02:18:00,  31430.5,   4024.4,   -37492.6,  31687.1,  49089.4,  7.297,    -49.797
2019-08-17 02:19:00,  31430.7,   4024.6,   -37492.5,  31687.3,  49089.5,  7.297,    -49.797
2019-08-17 02:20:00,  31430.9,   4024.9,   -37492.5,  31687.6,  49089.6,  7.297,    -49.796
2019-08-17 02:21:00,  31430.8,   4024.8,   -37492.4,  31687.4,  49089.4,  7.297,    -49.797
2019-08-17 02:22:00,  31430.8,   4024.9,   -37492.3,  31687.4,  49089.3,  7.297,    -49.796
2019-08-17 02:23:00,  31430.9,   4025.0,   -37492.1,  31687.6,  49089.3,  7.298,    -49.796
2019-08-17 02:24:00,  31430.8,   4025.0,   -37492.1,  31687.5,  49089.2,  7.298,    -49.796
2019-08-17 02:25:00,  31431.1,   4025.0,   -37491.9,  31687.8,  49089.3,  7.297,    -49.796
2019-08-17 02:26:00,  31431.4,   4025.0,   -37491.7,  31688.1,  49089.3,  7.297,    -49.795
2019-08-17 02:27:00,  31432.0,   4025.3,   -37491.6,  31688.6,  49089.6,  7.298,    -49.795
2019-08-17 02:28:00,  31432.2,   4025.4,   -37491.4,  31688.9,  49089.7,  7.298,    -49.794
2019-08-17 02:29:00,  31432.6,   4025.7,   -37491.3,  31689.4,  49089.8,  7.298,    -49.794
2019-08-17 02:30:00,  31432.3,   4025.9,   -37491.1,  31689.1,  49089.5,  7.299,    -49.794
2019-08-17 02:31:00,  31431.6,   4025.9,   -37490.8,  31688.4,  49088.8,  7.299,    -49.795
2019-08-17 02:32:00,  31430.9,   4025.8,   -37490.6,  31687.7,  49088.3,  7.299,    -49.795
2019-08-17 02:33:00,  31430.4,   4025.8,   -37490.4,  31687.2,  49087.8,  7.299,    -49.795
2019-08-17 02:34:00,  31430.2,   4025.6,   -37490.0,  31686.9,  49087.3,  7.299,    -49.795
2019-08-17 02:35:00,  31429.8,   4025.5,   -37489.9,  31686.5,  49086.9,  7.299,    -49.795
2019-08-17 02:36:00,  31429.0,   4025.3,   -37489.6,  31685.7,  49086.2,  7.298,    -49.796
2019-08-17 02:37:00,  31429.0,   4025.3,   -37489.4,  31685.8,  49086.0,  7.299,    -49.796
2019-08-17 02:38:00,  31429.7,   4025.6,   -37489.1,  31686.5,  49086.3,  7.299,    -49.795
2019-08-17 02:39:00,  31430.6,   4026.1,   -37489.0,  31687.4,  49086.8,  7.300,    -49.794
2019-08-17 02:40:00,  31430.9,   4026.4,   -37488.7,  31687.8,  49086.9,  7.300,    -49.793
2019-08-17 02:41:00,  31431.1,   4026.5,   -37488.6,  31688.0,  49086.8,  7.300,    -49.793
2019-08-17 02:42:00,  31431.4,   4026.9,   -37488.4,  31688.4,  49087.0,  7.301,    -49.793
2019-08-17 02:43:00,  31431.4,   4027.3,   -37488.1,  31688.4,  49086.7,  7.302,    -49.792
2019-08-17 02:44:00,  31431.2,   4027.7,   -37487.9,  31688.2,  49086.5,  7.302,    -49.792
2019-08-17 02:45:00,  31430.6,   4028.1,   -37487.6,  31687.6,  49085.9,  7.303,    -49.793
2019-08-17 02:46:00,  31429.9,   4028.1,   -37487.3,  31687.0,  49085.3,  7.303,    -49.793
2019-08-17 02:47:00,  31429.7,   4028.4,   -37487.1,  31686.8,  49085.0,  7.304,    -49.793
2019-08-17 02:48:00,  31429.5,   4028.7,   -37486.8,  31686.7,  49084.7,  7.305,    -49.793
2019-08-17 02:49:00,  31429.5,   4029.4,   -37486.6,  31686.8,  49084.6,  7.306,    -49.793
2019-08-17 02:50:00,  31429.3,   4029.7,   -37486.3,  31686.6,  49084.3,  7.306,    -49.793
2019-08-17 02:51:00,  31429.1,   4030.0,   -37486.2,  31686.4,  49084.0,  7.307,    -49.793
2019-08-17 02:52:00,  31429.2,   4030.4,   -37485.9,  31686.6,  49083.9,  7.308,    -49.792
2019-08-17 02:53:00,  31429.0,   4030.8,   -37485.7,  31686.4,  49083.7,  7.308,    -49.792
2019-08-17 02:54:00,  31428.8,   4030.9,   -37485.5,  31686.3,  49083.4,  7.309,    -49.792
2019-08-17 02:55:00,  31428.7,   4031.0,   -37485.2,  31686.1,  49083.1,  7.309,    -49.792
2019-08-17 02:56:00,  31428.7,   4031.2,   -37485.0,  31686.1,  49082.9,  7.309,    -49.792
2019-08-17 02:57:00,  31428.6,   4031.4,   -37484.8,  31686.1,  49082.7,  7.310,    -49.792
2019-08-17 02:58:00,  31428.6,   4031.6,   -37484.5,  31686.1,  49082.5,  7.310,    -49.792
2019-08-17 02:59:00,  31428.7,   4031.7,   -37484.3,  31686.3,  49082.5,  7.310,    -49.791
2019-08-17 03:00:00,  31429.0,   4032.2,   -37484.2,  31686.6,  49082.6,  7.311,    -49.791
2019-08-17 03:01:00,  31429.2,   4032.8,   -37484.0,  31686.9,  49082.7,  7.312,    -49.791
2019-08-17 03:02:00,  31429.2,   4033.3,   -37483.8,  31686.9,  49082.5,  7.313,    -49.790
2019-08-17 03:03:00,  31429.5,   4033.7,   -37483.7,  31687.2,  49082.6,  7.313,    -49.790
2019-08-17 03:04:00,  31428.9,   4033.7,   -37483.5,  31686.7,  49082.2,  7.314,    -49.790
2019-08-17 03:05:00,  31428.5,   4034.0,   -37483.2,  31686.3,  49081.7,  7.314,    -49.791
2019-08-17 03:06:00,  31428.2,   4034.1,   -37483.0,  31686.0,  49081.4,  7.314,    -49.791
2019-08-17 03:07:00,  31428.4,   4034.4,   -37482.8,  31686.3,  49081.4,  7.315,    -49.790
2019-08-17 03:08:00,  31429.1,   4034.9,   -37482.7,  31687.0,  49081.8,  7.316,    -49.790
2019-08-17 03:09:00,  31429.3,   4035.4,   -37482.6,  31687.3,  49081.9,  7.317,    -49.789
2019-08-17 03:10:00,  31429.1,   4035.8,   -37482.3,  31687.2,  49081.5,  7.317,    -49.789
2019-08-17 03:11:00,  31429.3,   4036.2,   -37482.1,  31687.4,  49081.6,  7.318,    -49.789
2019-08-17 03:12:00,  31429.9,   4037.1,   -37482.1,  31688.1,  49082.0,  7.319,    -49.788
2019-08-17 03:13:00,  31430.3,   4037.6,   -37481.9,  31688.6,  49082.1,  7.320,    -49.788
2019-08-17 03:14:00,  31430.7,   4037.9,   -37481.8,  31689.0,  49082.4,  7.321,    -49.787
2019-08-17 03:15:00,  31431.2,   4038.2,   -37481.7,  31689.5,  49082.6,  7.321,    -49.787
2019-08-17 03:16:00,  31431.4,   4038.5,   -37481.5,  31689.8,  49082.6,  7.322,    -49.786
2019-08-17 03:17:00,  31431.5,   4039.0,   -37481.4,  31690.0,  49082.7,  7.322,    -49.786
2019-08-17 03:18:00,  31431.7,   4039.5,   -37481.2,  31690.2,  49082.7,  7.323,    -49.786
2019-08-17 03:19:00,  31431.4,   4039.9,   -37481.1,  31690.0,  49082.5,  7.324,    -49.786
2019-08-17 03:20:00,  31431.0,   4040.1,   -37480.9,  31689.6,  49082.1,  7.325,    -49.786
2019-08-17 03:21:00,  31431.0,   4040.4,   -37480.7,  31689.7,  49082.0,  7.325,    -49.786
2019-08-17 03:22:00,  31430.8,   4040.8,   -37480.6,  31689.5,  49081.8,  7.326,    -49.786
2019-08-17 03:23:00,  31429.9,   4040.8,   -37480.5,  31688.6,  49081.1,  7.326,    -49.786
2019-08-17 03:24:00,  31429.4,   4041.0,   -37480.2,  31688.1,  49080.6,  7.327,    -49.787
2019-08-17 03:25:00,  31429.3,   4041.7,   -37480.1,  31688.1,  49080.5,  7.328,    -49.787
2019-08-17 03:26:00,  31429.4,   4042.0,   -37480.0,  31688.2,  49080.5,  7.328,    -49.787
2019-08-17 03:27:00,  31428.6,   4041.9,   -37480.0,  31687.5,  49080.0,  7.328,    -49.787
2019-08-17 03:28:00,  31428.9,   4042.4,   -37479.9,  31687.8,  49080.1,  7.329,    -49.787
2019-08-17 03:29:00,  31428.6,   4042.7,   -37479.9,  31687.5,  49079.9,  7.330,    -49.787
2019-08-17 03:30:00,  31428.8,   4043.1,   -37479.7,  31687.8,  49080.0,  7.330,    -49.787
2019-08-17 03:31:00,  31428.9,   4043.6,   -37479.7,  31688.0,  49080.1,  7.331,    -49.786
2019-08-17 03:32:00,  31428.6,   4043.8,   -37479.6,  31687.7,  49079.9,  7.332,    -49.787
2019-08-17 03:33:00,  31428.3,   4044.2,   -37479.6,  31687.4,  49079.6,  7.333,    -49.787
2019-08-17 03:34:00,  31427.6,   4044.3,   -37479.5,  31686.7,  49079.1,  7.333,    -49.787
2019-08-17 03:35:00,  31427.5,   4044.7,   -37479.4,  31686.7,  49079.1,  7.334,    -49.787
2019-08-17 03:36:00,  31427.4,   4044.9,   -37479.4,  31686.6,  49079.0,  7.334,    -49.787
2019-08-17 03:37:00,  31427.0,   4045.0,   -37479.4,  31686.3,  49078.8,  7.334,    -49.788
2019-08-17 03:38:00,  31426.8,   4045.4,   -37479.3,  31686.1,  49078.6,  7.335,    -49.788
2019-08-17 03:39:00,  31426.9,   4045.7,   -37479.4,  31686.3,  49078.7,  7.336,    -49.788
2019-08-17 03:40:00,  31426.6,   4045.9,   -37479.4,  31686.0,  49078.5,  7.336,    -49.788
2019-08-17 03:41:00,  31426.5,   4046.3,   -37479.4,  31685.9,  49078.5,  7.337,    -49.788
2019-08-17 03:42:00,  31425.9,   4046.3,   -37479.4,  31685.3,  49078.1,  7.337,    -49.789
2019-08-17 03:43:00,  31425.4,   4046.4,   -37479.3,  31684.8,  49077.7,  7.337,    -49.789
2019-08-17 03:44:00,  31424.8,   4046.8,   -37479.2,  31684.3,  49077.4,  7.338,    -49.789
2019-08-17 03:45:00,  31424.5,   4047.0,   -37479.2,  31684.0,  49077.1,  7.338,    -49.790
2019-08-17 03:46:00,  31424.4,   4047.2,   -37479.2,  31683.9,  49077.1,  7.339,    -49.790
2019-08-17 03:47:00,  31424.4,   4047.4,   -37479.1,  31684.0,  49077.1,  7.339,    -49.790
2019-08-17 03:48:00,  31424.0,   4047.6,   -37479.2,  31683.6,  49076.9,  7.340,    -49.790
2019-08-17 03:49:00,  31423.8,   4048.1,   -37479.2,  31683.4,  49076.7,  7.341,    -49.790
2019-08-17 03:50:00,  31423.7,   4048.5,   -37479.2,  31683.4,  49076.7,  7.341,    -49.790
2019-08-17 03:51:00,  31423.6,   4048.9,   -37479.2,  31683.3,  49076.7,  7.342,    -49.790
2019-08-17 03:52:00,  31423.2,   4049.0,   -37479.2,  31683.0,  49076.5,  7.342,    -49.791
2019-08-17 03:53:00,  31422.8,   4049.0,   -37479.2,  31682.6,  49076.2,  7.342,    -49.791
2019-08-17 03:54:00,  31422.4,   4048.9,   -37479.1,  31682.2,  49075.9,  7.342,    -49.791
2019-08-17 03:55:00,  31422.1,   4049.0,   -37479.1,  31681.9,  49075.7,  7.343,    -49.791
2019-08-17 03:56:00,  31421.8,   4048.9,   -37479.0,  31681.5,  49075.4,  7.342,    -49.792
2019-08-17 03:57:00,  31421.6,   4049.0,   -37479.0,  31681.4,  49075.4,  7.343,    -49.792
2019-08-17 03:58:00,  31421.6,   4049.2,   -37479.1,  31681.4,  49075.4,  7.343,    -49.792
2019-08-17 03:59:00,  31421.6,   4049.4,   -37479.1,  31681.5,  49075.4,  7.343,    -49.792
2019-08-17 04:00:00,  31421.6,   4049.6,   -37479.1,  31681.5,  49075.5,  7.344,    -49.792
2019-08-17 04:01:00,  31421.8,   4049.8,   -37479.2,  31681.7,  49075.6,  7.344,    -49.792
2019-08-17 04:02:00,  31422.1,   4050.0,   -37479.2,  31682.0,  49075.9,  7.344,    -49.791
2019-08-17 04:03:00,  31422.5,   4050.4,   -37479.2,  31682.5,  49076.2,  7.345,    -49.791
2019-08-17 04:04:00,  31422.7,   4050.6,   -37479.4,  31682.7,  49076.4,  7.345,    -49.791
2019-08-17 04:05:00,  31422.6,   4051.0,   -37479.4,  31682.7,  49076.5,  7.346,    -49.791
2019-08-17 04:06:00,  31422.7,   4051.4,   -37479.5,  31682.8,  49076.6,  7.347,    -49.791
2019-08-17 04:07:00,  31422.7,   4051.8,   -37479.6,  31682.9,  49076.7,  7.347,    -49.791
2019-08-17 04:08:00,  31422.6,   4052.2,   -37479.7,  31682.8,  49076.7,  7.348,    -49.791
2019-08-17 04:09:00,  31422.5,   4052.6,   -37479.8,  31682.7,  49076.8,  7.349,    -49.791
2019-08-17 04:10:00,  31422.2,   4052.8,   -37479.8,  31682.5,  49076.7,  7.349,    -49.791
