Observatory: Charters Towers     
yyyy-MM-dd HH:mm:ss,  X (nT),    Y (nT),   Z (nT),     H (nT),  F (nT),  D (Degrees), I (Degrees) 
2019-08-28 00:30:00,  31418.1,   4024.0,   -37502.6,  31674.7,  49089.1,  7.299,    -49.816
2019-08-28 00:31:00,  31418.4,   4024.1,   -37502.5,  31675.1,  49089.2,  7.299,    -49.815
2019-08-28 00:32:00,  31419.0,   4024.2,   -37502.5,  31675.7,  49089.6,  7.299,    -49.815
2019-08-28 00:33:00,  31419.3,   4024.3,   -37502.5,  31676.0,  49089.8,  7.299,    -49.814
2019-08-28 00:34:00,  31419.5,   4024.3,   -37502.5,  31676.2,  49089.9,  7.299,    -49.814
2019-08-28 00:35:00,  31419.6,   4024.4,   -37502.4,  31676.2,  49089.8,  7.299,    -49.814
2019-08-28 00:36:00,  31419.8,   4024.6,   -37502.4,  31676.5,  49090.0,  7.299,    -49.814
2019-08-28 00:37:00,  31419.8,   4024.6,   -37502.3,  31676.5,  49090.0,  7.299,    -49.814
2019-08-28 00:38:00,  31419.7,   4024.5,   -37502.2,  31676.4,  49089.8,  7.299,    -49.814
2019-08-28 00:39:00,  31419.7,   4024.4,   -37502.1,  31676.4,  49089.7,  7.299,    -49.814
2019-08-28 00:40:00,  31419.8,   4024.3,   -37502.0,  31676.5,  49089.7,  7.299,    -49.813
2019-08-28 00:41:00,  31420.0,   4024.3,   -37501.9,  31676.7,  49089.8,  7.299,    -49.813
2019-08-28 00:42:00,  31420.1,   4024.3,   -37501.7,  31676.8,  49089.7,  7.299,    -49.813
2019-08-28 00:43:00,  31420.2,   4024.3,   -37501.6,  31676.9,  49089.7,  7.299,    -49.813
2019-08-28 00:44:00,  31420.3,   4024.3,   -37501.5,  31677.0,  49089.6,  7.299,    -49.813
2019-08-28 00:45:00,  31420.5,   4024.2,   -37501.3,  31677.2,  49089.6,  7.298,    -49.812
2019-08-28 00:46:00,  31420.7,   4024.0,   -37501.2,  31677.3,  49089.6,  7.298,    -49.812
2019-08-28 00:47:00,  31421.0,   4024.1,   -37501.0,  31677.6,  49089.7,  7.298,    -49.812
2019-08-28 00:48:00,  31421.3,   4024.1,   -37500.9,  31678.0,  49089.8,  7.298,    -49.811
2019-08-28 00:49:00,  31421.6,   4024.1,   -37500.7,  31678.2,  49089.8,  7.298,    -49.811
2019-08-28 00:50:00,  31421.5,   4024.2,   -37500.5,  31678.2,  49089.6,  7.298,    -49.811
2019-08-28 00:51:00,  31421.5,   4024.5,   -37500.3,  31678.2,  49089.5,  7.299,    -49.811
2019-08-28 00:52:00,  31421.5,   4024.6,   -37500.1,  31678.2,  49089.4,  7.299,    -49.811
2019-08-28 00:53:00,  31421.3,   4024.4,   -37499.9,  31678.0,  49089.1,  7.299,    -49.811
2019-08-28 00:54:00,  31421.2,   4024.1,   -37499.7,  31677.9,  49088.8,  7.298,    -49.811
2019-08-28 00:55:00,  31420.8,   4023.8,   -37499.4,  31677.4,  49088.4,  7.298,    -49.811
2019-08-28 00:56:00,  31420.6,   4023.4,   -37499.2,  31677.2,  49088.0,  7.297,    -49.811
2019-08-28 00:57:00,  31420.9,   4023.4,   -37499.0,  31677.5,  49088.1,  7.297,    -49.810
2019-08-28 00:58:00,  31420.7,   4023.4,   -37498.8,  31677.3,  49087.8,  7.297,    -49.810
2019-08-28 00:59:00,  31420.6,   4023.4,   -37498.7,  31677.1,  49087.6,  7.297,    -49.810
2019-08-28 01:00:00,  31420.5,   4023.6,   -37498.5,  31677.0,  49087.4,  7.297,    -49.810
2019-08-28 01:01:00,  31420.5,   4023.7,   -37498.3,  31677.1,  49087.3,  7.298,    -49.810
2019-08-28 01:02:00,  31420.7,   4023.9,   -37498.2,  31677.3,  49087.4,  7.298,    -49.810
2019-08-28 01:03:00,  31420.7,   4024.1,   -37498.2,  31677.3,  49087.3,  7.298,    -49.810
2019-08-28 01:04:00,  31420.0,   4024.1,   -37498.0,  31676.6,  49086.8,  7.298,    -49.810
2019-08-28 01:05:00,  31419.9,   4024.0,   -37497.9,  31676.5,  49086.6,  7.298,    -49.810
2019-08-28 01:06:00,  31419.9,   4024.2,   -37497.8,  31676.6,  49086.6,  7.299,    -49.810
2019-08-28 01:07:00,  31420.1,   4024.5,   -37497.7,  31676.8,  49086.6,  7.299,    -49.810
2019-08-28 01:08:00,  31420.2,   4024.5,   -37497.6,  31676.8,  49086.6,  7.299,    -49.810
2019-08-28 01:09:00,  31420.4,   4024.7,   -37497.5,  31677.1,  49086.7,  7.299,    -49.810
2019-08-28 01:10:00,  31420.6,   4024.8,   -37497.4,  31677.4,  49086.7,  7.299,    -49.809
2019-08-28 01:11:00,  31420.9,   4024.9,   -37497.4,  31677.6,  49086.9,  7.300,    -49.809
2019-08-28 01:12:00,  31421.2,   4025.1,   -37497.3,  31678.0,  49087.0,  7.300,    -49.809
2019-08-28 01:13:00,  31421.4,   4025.3,   -37497.2,  31678.2,  49087.1,  7.300,    -49.808
2019-08-28 01:14:00,  31421.6,   4025.4,   -37497.1,  31678.4,  49087.2,  7.300,    -49.808
2019-08-28 01:15:00,  31421.7,   4025.6,   -37497.0,  31678.5,  49087.2,  7.301,    -49.808
2019-08-28 01:16:00,  31421.8,   4025.8,   -37497.0,  31678.6,  49087.2,  7.301,    -49.808
2019-08-28 01:17:00,  31421.9,   4026.0,   -37496.9,  31678.8,  49087.3,  7.301,    -49.808
2019-08-28 01:18:00,  31422.0,   4026.0,   -37496.9,  31678.8,  49087.3,  7.301,    -49.808
2019-08-28 01:19:00,  31422.0,   4026.0,   -37496.7,  31678.8,  49087.2,  7.301,    -49.807
2019-08-28 01:20:00,  31422.0,   4026.0,   -37496.7,  31678.9,  49087.2,  7.301,    -49.807
2019-08-28 01:21:00,  31421.8,   4026.0,   -37496.6,  31678.7,  49087.0,  7.301,    -49.808
2019-08-28 01:22:00,  31421.7,   4026.2,   -37496.5,  31678.6,  49086.9,  7.302,    -49.807
2019-08-28 01:23:00,  31421.8,   4026.4,   -37496.5,  31678.7,  49086.9,  7.302,    -49.807
2019-08-28 01:24:00,  31421.8,   4026.6,   -37496.5,  31678.7,  49087.0,  7.303,    -49.807
2019-08-28 01:25:00,  31421.8,   4026.8,   -37496.5,  31678.7,  49086.9,  7.303,    -49.807
2019-08-28 01:26:00,  31421.5,   4026.8,   -37496.4,  31678.5,  49086.7,  7.303,    -49.807
2019-08-28 01:27:00,  31421.5,   4027.0,   -37496.3,  31678.5,  49086.6,  7.303,    -49.807
2019-08-28 01:28:00,  31421.8,   4027.1,   -37496.2,  31678.8,  49086.8,  7.303,    -49.807
2019-08-28 01:29:00,  31422.0,   4027.2,   -37496.2,  31679.0,  49086.9,  7.304,    -49.807
2019-08-28 01:30:00,  31422.2,   4027.3,   -37496.2,  31679.3,  49087.0,  7.304,    -49.807
2019-08-28 01:31:00,  31422.6,   4027.4,   -37496.1,  31679.6,  49087.2,  7.304,    -49.806
2019-08-28 01:32:00,  31422.6,   4027.5,   -37496.0,  31679.7,  49087.2,  7.304,    -49.806
2019-08-28 01:33:00,  31423.0,   4027.8,   -37496.0,  31680.0,  49087.4,  7.304,    -49.806
2019-08-28 01:34:00,  31423.3,   4028.2,   -37496.0,  31680.4,  49087.7,  7.305,    -49.805
2019-08-28 01:35:00,  31423.4,   4028.4,   -37495.9,  31680.6,  49087.7,  7.305,    -49.805
2019-08-28 01:36:00,  31423.6,   4028.5,   -37495.9,  31680.8,  49087.8,  7.305,    -49.805
2019-08-28 01:37:00,  31423.7,   4028.6,   -37495.9,  31680.9,  49087.9,  7.306,    -49.805
2019-08-28 01:38:00,  31423.9,   4028.5,   -37495.8,  31681.1,  49087.9,  7.305,    -49.805
2019-08-28 01:39:00,  31424.1,   4028.7,   -37495.8,  31681.3,  49088.0,  7.306,    -49.805
2019-08-28 01:40:00,  31424.3,   4029.0,   -37495.8,  31681.6,  49088.2,  7.306,    -49.804
2019-08-28 01:41:00,  31424.9,   4029.2,   -37495.8,  31682.1,  49088.6,  7.306,    -49.804
2019-08-28 01:42:00,  31425.1,   4029.2,   -37495.7,  31682.3,  49088.7,  7.306,    -49.804
2019-08-28 01:43:00,  31425.1,   4029.3,   -37495.8,  31682.4,  49088.7,  7.306,    -49.804
2019-08-28 01:44:00,  31425.2,   4029.4,   -37495.8,  31682.5,  49088.8,  7.307,    -49.803
2019-08-28 01:45:00,  31425.2,   4029.4,   -37495.7,  31682.4,  49088.7,  7.307,    -49.803
2019-08-28 01:46:00,  31425.2,   4029.4,   -37495.7,  31682.5,  49088.8,  7.307,    -49.803
2019-08-28 01:47:00,  31425.6,   4029.5,   -37495.8,  31682.9,  49089.1,  7.307,    -49.803
2019-08-28 01:48:00,  31425.6,   4029.6,   -37495.8,  31682.9,  49089.1,  7.307,    -49.803
2019-08-28 01:49:00,  31425.6,   4029.7,   -37495.8,  31682.9,  49089.2,  7.307,    -49.803
2019-08-28 01:50:00,  31425.4,   4030.0,   -37495.8,  31682.7,  49089.0,  7.308,    -49.803
2019-08-28 01:51:00,  31425.4,   4030.1,   -37495.9,  31682.8,  49089.1,  7.308,    -49.803
2019-08-28 01:52:00,  31425.5,   4030.0,   -37495.9,  31682.9,  49089.2,  7.308,    -49.803
2019-08-28 01:53:00,  31425.6,   4030.1,   -37496.0,  31682.9,  49089.3,  7.308,    -49.803
2019-08-28 01:54:00,  31425.6,   4030.4,   -37496.0,  31683.0,  49089.4,  7.308,    -49.803
2019-08-28 01:55:00,  31425.9,   4030.4,   -37496.0,  31683.3,  49089.5,  7.308,    -49.803
2019-08-28 01:56:00,  31426.0,   4030.5,   -37496.1,  31683.4,  49089.7,  7.309,    -49.803
2019-08-28 01:57:00,  31425.8,   4030.5,   -37496.1,  31683.2,  49089.6,  7.309,    -49.803
2019-08-28 01:58:00,  31425.7,   4030.8,   -37496.1,  31683.2,  49089.5,  7.309,    -49.803
2019-08-28 01:59:00,  31425.9,   4030.8,   -37496.2,  31683.3,  49089.7,  7.309,    -49.803
2019-08-28 02:00:00,  31425.9,   4030.9,   -37496.2,  31683.4,  49089.7,  7.309,    -49.803
2019-08-28 02:01:00,  31425.9,   4031.0,   -37496.2,  31683.4,  49089.7,  7.309,    -49.803
2019-08-28 02:02:00,  31426.2,   4031.0,   -37496.2,  31683.6,  49089.9,  7.309,    -49.803
2019-08-28 02:03:00,  31426.3,   4031.0,   -37496.2,  31683.7,  49089.9,  7.309,    -49.803
2019-08-28 02:04:00,  31426.4,   4031.0,   -37496.1,  31683.8,  49090.0,  7.309,    -49.803
2019-08-28 02:05:00,  31426.6,   4031.1,   -37496.1,  31684.0,  49090.1,  7.309,    -49.802
2019-08-28 02:06:00,  31426.6,   4031.3,   -37496.0,  31684.1,  49090.0,  7.310,    -49.802
2019-08-28 02:07:00,  31426.4,   4031.6,   -37496.0,  31683.9,  49089.9,  7.310,    -49.802
2019-08-28 02:08:00,  31426.0,   4031.8,   -37496.0,  31683.6,  49089.7,  7.311,    -49.803
2019-08-28 02:09:00,  31426.2,   4032.1,   -37495.9,  31683.8,  49089.8,  7.311,    -49.802
2019-08-28 02:10:00,  31426.4,   4032.4,   -37495.7,  31684.0,  49089.8,  7.312,    -49.802
2019-08-28 02:11:00,  31426.4,   4032.5,   -37495.7,  31684.1,  49089.8,  7.312,    -49.802
2019-08-28 02:12:00,  31426.2,   4032.6,   -37495.7,  31683.9,  49089.7,  7.312,    -49.802
2019-08-28 02:13:00,  31426.3,   4032.7,   -37495.7,  31684.0,  49089.7,  7.312,    -49.802
2019-08-28 02:14:00,  31426.3,   4033.0,   -37495.6,  31684.1,  49089.7,  7.313,    -49.802
2019-08-28 02:15:00,  31426.2,   4033.3,   -37495.6,  31684.0,  49089.7,  7.313,    -49.802
2019-08-28 02:16:00,  31425.9,   4033.6,   -37495.6,  31683.7,  49089.4,  7.314,    -49.802
2019-08-28 02:17:00,  31425.6,   4033.8,   -37495.5,  31683.4,  49089.2,  7.315,    -49.802
2019-08-28 02:18:00,  31425.1,   4033.8,   -37495.4,  31682.9,  49088.8,  7.315,    -49.803
2019-08-28 02:19:00,  31424.9,   4033.8,   -37495.4,  31682.7,  49088.6,  7.315,    -49.803
2019-08-28 02:20:00,  31424.8,   4034.0,   -37495.2,  31682.6,  49088.5,  7.315,    -49.803
2019-08-28 02:21:00,  31424.3,   4034.2,   -37495.2,  31682.2,  49088.2,  7.315,    -49.803
2019-08-28 02:22:00,  31424.0,   4034.2,   -37495.1,  31682.0,  49088.0,  7.316,    -49.803
2019-08-28 02:23:00,  31424.0,   4034.2,   -37495.0,  31681.9,  49087.8,  7.316,    -49.803
2019-08-28 02:24:00,  31423.9,   4034.2,   -37494.9,  31681.8,  49087.7,  7.316,    -49.803
2019-08-28 02:25:00,  31423.8,   4034.2,   -37494.8,  31681.7,  49087.5,  7.316,    -49.803
2019-08-28 02:26:00,  31423.8,   4034.5,   -37494.7,  31681.8,  49087.6,  7.316,    -49.803
2019-08-28 02:27:00,  31423.6,   4034.5,   -37494.7,  31681.5,  49087.3,  7.316,    -49.804
2019-08-28 02:28:00,  31423.3,   4034.5,   -37494.6,  31681.3,  49087.1,  7.316,    -49.804
2019-08-28 02:29:00,  31423.1,   4034.6,   -37494.5,  31681.1,  49087.0,  7.316,    -49.804
2019-08-28 02:30:00,  31423.0,   4034.6,   -37494.4,  31680.9,  49086.8,  7.317,    -49.804
2019-08-28 02:31:00,  31422.8,   4034.7,   -37494.4,  31680.8,  49086.7,  7.317,    -49.804
2019-08-28 02:32:00,  31422.6,   4034.6,   -37494.3,  31680.5,  49086.5,  7.317,    -49.804
2019-08-28 02:33:00,  31422.4,   4034.5,   -37494.2,  31680.4,  49086.3,  7.317,    -49.804
2019-08-28 02:34:00,  31422.5,   4034.4,   -37494.2,  31680.4,  49086.3,  7.316,    -49.804
2019-08-28 02:35:00,  31422.6,   4034.5,   -37494.1,  31680.6,  49086.3,  7.316,    -49.804
2019-08-28 02:36:00,  31423.1,   4034.8,   -37494.1,  31681.1,  49086.6,  7.317,    -49.803
2019-08-28 02:37:00,  31423.4,   4034.9,   -37494.1,  31681.4,  49086.8,  7.317,    -49.803
2019-08-28 02:38:00,  31423.2,   4034.8,   -37494.0,  31681.2,  49086.7,  7.317,    -49.803
2019-08-28 02:39:00,  31423.2,   4034.8,   -37493.9,  31681.2,  49086.6,  7.317,    -49.803
2019-08-28 02:40:00,  31423.5,   4034.8,   -37493.8,  31681.4,  49086.7,  7.317,    -49.803
2019-08-28 02:41:00,  31423.3,   4034.8,   -37493.8,  31681.3,  49086.5,  7.317,    -49.803
2019-08-28 02:42:00,  31423.8,   4035.0,   -37493.7,  31681.8,  49086.8,  7.317,    -49.802
2019-08-28 02:43:00,  31424.6,   4035.4,   -37493.6,  31682.6,  49087.3,  7.318,    -49.802
2019-08-28 02:44:00,  31425.2,   4035.8,   -37493.6,  31683.2,  49087.7,  7.318,    -49.801
2019-08-28 02:45:00,  31425.8,   4035.9,   -37493.6,  31683.9,  49088.1,  7.318,    -49.801
2019-08-28 02:46:00,  31425.4,   4035.6,   -37493.5,  31683.5,  49087.7,  7.318,    -49.801
2019-08-28 02:47:00,  31424.5,   4035.6,   -37493.3,  31682.6,  49087.0,  7.318,    -49.802
2019-08-28 02:48:00,  31423.6,   4035.2,   -37493.2,  31681.7,  49086.3,  7.318,    -49.802
2019-08-28 02:49:00,  31422.5,   4035.3,   -37493.1,  31680.6,  49085.6,  7.318,    -49.803
2019-08-28 02:50:00,  31421.3,   4035.1,   -37493.0,  31679.4,  49084.7,  7.318,    -49.804
2019-08-28 02:51:00,  31420.4,   4035.2,   -37492.9,  31678.5,  49084.1,  7.318,    -49.805
2019-08-28 02:52:00,  31420.2,   4035.3,   -37492.9,  31678.3,  49083.9,  7.318,    -49.805
2019-08-28 02:53:00,  31420.4,   4035.7,   -37492.8,  31678.6,  49084.1,  7.319,    -49.805
2019-08-28 02:54:00,  31420.4,   4035.9,   -37492.8,  31678.5,  49084.0,  7.319,    -49.805
2019-08-28 02:55:00,  31420.5,   4035.8,   -37492.8,  31678.6,  49084.1,  7.319,    -49.805
2019-08-28 02:56:00,  31420.7,   4035.7,   -37492.8,  31678.8,  49084.2,  7.319,    -49.804
2019-08-28 02:57:00,  31420.7,   4035.7,   -37492.7,  31678.8,  49084.1,  7.319,    -49.804
2019-08-28 02:58:00,  31420.2,   4035.5,   -37492.7,  31678.3,  49083.8,  7.319,    -49.805
2019-08-28 02:59:00,  31419.8,   4035.0,   -37492.6,  31677.8,  49083.4,  7.318,    -49.805
2019-08-28 03:00:00,  31419.4,   4034.9,   -37492.6,  31677.4,  49083.1,  7.318,    -49.806
2019-08-28 03:01:00,  31419.0,   4034.8,   -37492.6,  31677.0,  49082.9,  7.318,    -49.806
2019-08-28 03:02:00,  31418.8,   4034.8,   -37492.6,  31676.8,  49082.7,  7.318,    -49.806
2019-08-28 03:03:00,  31418.6,   4035.0,   -37492.6,  31676.6,  49082.6,  7.318,    -49.806
2019-08-28 03:04:00,  31418.7,   4035.2,   -37492.5,  31676.7,  49082.6,  7.319,    -49.806
2019-08-28 03:05:00,  31418.5,   4035.5,   -37492.6,  31676.6,  49082.6,  7.319,    -49.806
2019-08-28 03:06:00,  31418.9,   4035.8,   -37492.6,  31677.1,  49082.9,  7.320,    -49.806
2019-08-28 03:07:00,  31418.9,   4035.8,   -37492.6,  31677.0,  49082.9,  7.320,    -49.806
2019-08-28 03:08:00,  31418.4,   4035.8,   -37492.7,  31676.6,  49082.6,  7.320,    -49.806
2019-08-28 03:09:00,  31418.5,   4036.0,   -37492.7,  31676.7,  49082.7,  7.320,    -49.806
2019-08-28 03:10:00,  31418.8,   4036.5,   -37492.7,  31677.0,  49082.9,  7.321,    -49.806
2019-08-28 03:11:00,  31419.1,   4036.5,   -37492.8,  31677.3,  49083.2,  7.321,    -49.806
2019-08-28 03:12:00,  31419.1,   4036.5,   -37492.9,  31677.4,  49083.3,  7.321,    -49.806
2019-08-28 03:13:00,  31419.0,   4036.6,   -37492.9,  31677.2,  49083.2,  7.321,    -49.806
2019-08-28 03:14:00,  31419.0,   4037.0,   -37492.9,  31677.3,  49083.3,  7.322,    -49.806
2019-08-28 03:15:00,  31419.3,   4037.2,   -37492.9,  31677.6,  49083.5,  7.322,    -49.806
2019-08-28 03:16:00,  31419.6,   4037.5,   -37493.0,  31677.9,  49083.8,  7.322,    -49.805
2019-08-28 03:17:00,  31418.8,   4037.7,   -37493.1,  31677.1,  49083.3,  7.323,    -49.806
2019-08-28 03:18:00,  31418.4,   4037.6,   -37493.2,  31676.8,  49083.1,  7.323,    -49.807
2019-08-28 03:19:00,  31418.3,   4037.8,   -37493.1,  31676.7,  49083.1,  7.323,    -49.807
2019-08-28 03:20:00,  31417.8,   4037.7,   -37493.2,  31676.2,  49082.8,  7.323,    -49.807
2019-08-28 03:21:00,  31417.7,   4037.7,   -37493.3,  31676.1,  49082.8,  7.323,    -49.807
2019-08-28 03:22:00,  31417.7,   4037.9,   -37493.3,  31676.1,  49082.9,  7.324,    -49.807
2019-08-28 03:23:00,  31417.9,   4038.1,   -37493.4,  31676.3,  49083.0,  7.324,    -49.807
2019-08-28 03:24:00,  31418.2,   4038.4,   -37493.4,  31676.7,  49083.3,  7.324,    -49.807
2019-08-28 03:25:00,  31418.4,   4038.6,   -37493.4,  31676.9,  49083.4,  7.325,    -49.807
2019-08-28 03:26:00,  31418.6,   4039.0,   -37493.4,  31677.1,  49083.6,  7.325,    -49.806
2019-08-28 03:27:00,  31419.0,   4039.5,   -37493.5,  31677.6,  49084.0,  7.326,    -49.806
2019-08-28 03:28:00,  31419.5,   4039.8,   -37493.6,  31678.2,  49084.4,  7.327,    -49.806
2019-08-28 03:29:00,  31419.9,   4040.1,   -37493.7,  31678.6,  49084.7,  7.327,    -49.805
2019-08-28 03:30:00,  31420.0,   4040.3,   -37493.7,  31678.7,  49084.8,  7.327,    -49.805
2019-08-28 03:31:00,  31420.2,   4040.5,   -37493.8,  31679.0,  49085.1,  7.328,    -49.805
2019-08-28 03:32:00,  31420.4,   4040.8,   -37493.9,  31679.2,  49085.3,  7.328,    -49.805
2019-08-28 03:33:00,  31420.7,   4041.1,   -37494.0,  31679.5,  49085.5,  7.329,    -49.805
2019-08-28 03:34:00,  31420.6,   4041.3,   -37494.0,  31679.4,  49085.5,  7.329,    -49.805
2019-08-28 03:35:00,  31420.7,   4041.7,   -37494.0,  31679.6,  49085.6,  7.330,    -49.805
2019-08-28 03:36:00,  31420.8,   4042.1,   -37494.1,  31679.8,  49085.8,  7.331,    -49.805
2019-08-28 03:37:00,  31420.9,   4042.5,   -37494.2,  31679.9,  49085.9,  7.331,    -49.805
2019-08-28 03:38:00,  31420.6,   4042.7,   -37494.2,  31679.6,  49085.8,  7.332,    -49.805
2019-08-28 03:39:00,  31420.7,   4042.9,   -37494.3,  31679.7,  49085.9,  7.332,    -49.805
2019-08-28 03:40:00,  31420.8,   4043.0,   -37494.4,  31679.8,  49086.0,  7.332,    -49.805
2019-08-28 03:41:00,  31420.7,   4043.1,   -37494.3,  31679.7,  49085.9,  7.332,    -49.805
2019-08-28 03:42:00,  31420.6,   4043.3,   -37494.4,  31679.7,  49086.0,  7.333,    -49.805
2019-08-28 03:43:00,  31420.6,   4043.6,   -37494.4,  31679.7,  49086.0,  7.333,    -49.805
2019-08-28 03:44:00,  31420.6,   4043.9,   -37494.5,  31679.8,  49086.1,  7.334,    -49.805
2019-08-28 03:45:00,  31420.8,   4044.3,   -37494.6,  31680.0,  49086.3,  7.334,    -49.805
2019-08-28 03:46:00,  31420.7,   4044.4,   -37494.7,  31680.0,  49086.4,  7.335,    -49.805
2019-08-28 03:47:00,  31420.5,   4044.5,   -37494.7,  31679.8,  49086.3,  7.335,    -49.805
2019-08-28 03:48:00,  31420.5,   4044.7,   -37494.8,  31679.8,  49086.3,  7.335,    -49.805
2019-08-28 03:49:00,  31420.2,   4044.8,   -37494.9,  31679.5,  49086.2,  7.335,    -49.805
2019-08-28 03:50:00,  31419.9,   4044.8,   -37494.9,  31679.2,  49086.0,  7.336,    -49.806
2019-08-28 03:51:00,  31419.4,   4044.9,   -37494.9,  31678.7,  49085.8,  7.336,    -49.806
2019-08-28 03:52:00,  31419.3,   4045.0,   -37495.0,  31678.7,  49085.8,  7.336,    -49.806
2019-08-28 03:53:00,  31419.3,   4045.1,   -37495.0,  31678.6,  49085.8,  7.336,    -49.806
2019-08-28 03:54:00,  31419.2,   4045.2,   -37495.1,  31678.6,  49085.8,  7.336,    -49.806
2019-08-28 03:55:00,  31419.2,   4045.3,   -37495.1,  31678.5,  49085.8,  7.337,    -49.807
2019-08-28 03:56:00,  31418.9,   4045.2,   -37495.2,  31678.3,  49085.7,  7.336,    -49.807
2019-08-28 03:57:00,  31419.2,   4045.2,   -37495.2,  31678.5,  49085.8,  7.336,    -49.807
2019-08-28 03:58:00,  31419.4,   4045.5,   -37495.3,  31678.8,  49086.0,  7.337,    -49.806
2019-08-28 03:59:00,  31419.5,   4045.7,   -37495.3,  31678.9,  49086.1,  7.337,    -49.806
2019-08-28 04:00:00,  31419.7,   4046.0,   -37495.4,  31679.1,  49086.3,  7.338,    -49.806
2019-08-28 04:01:00,  31420.0,   4046.2,   -37495.4,  31679.4,  49086.6,  7.338,    -49.806
2019-08-28 04:02:00,  31420.5,   4046.5,   -37495.5,  31680.0,  49087.0,  7.338,    -49.806
2019-08-28 04:03:00,  31420.9,   4046.7,   -37495.6,  31680.4,  49087.3,  7.339,    -49.805
2019-08-28 04:04:00,  31421.1,   4047.0,   -37495.7,  31680.6,  49087.6,  7.339,    -49.805
2019-08-28 04:05:00,  31421.5,   4047.4,   -37495.8,  31681.1,  49087.9,  7.340,    -49.805
2019-08-28 04:06:00,  31421.7,   4047.7,   -37495.8,  31681.3,  49088.1,  7.340,    -49.805
2019-08-28 04:07:00,  31421.9,   4048.0,   -37495.9,  31681.6,  49088.4,  7.341,    -49.804
2019-08-28 04:08:00,  31422.1,   4048.3,   -37496.0,  31681.8,  49088.6,  7.341,    -49.804
2019-08-28 04:09:00,  31422.3,   4048.4,   -37496.0,  31682.0,  49088.7,  7.342,    -49.804
2019-08-28 04:10:00,  31422.4,   4048.6,   -37496.1,  31682.2,  49088.8,  7.342,    -49.804
